id,device_id,msg_type,latitude,longitude,height,solution_type,diff_age,station_id,source_channel,raw_data,gnss_time,e_accuracy,n_accuracy,u_accuracy,server_id,created_at
612,STRESS-0012,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
613,STRESS-0019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
614,STRESS-0036,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
615,STRESS-0025,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
616,STRESS-0023,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
617,STRESS-0038,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
618,STRESS-0044,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
619,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
620,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
621,STRESS-0034,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
622,STRESS-0035,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
623,STRESS-0006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
624,STRESS-0029,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
625,STRESS-0044,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
626,STRESS-0017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
627,STRESS-0041,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
628,STRESS-0027,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
629,STRESS-0000,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
630,STRESS-0046,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
631,STRESS-0040,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
632,STRESS-0029,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
633,STRESS-0011,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
634,STRESS-0031,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
635,STRESS-0030,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
636,STRESS-0017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
637,STRESS-0036,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
638,STRESS-0005,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
639,STRESS-0004,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
640,STRESS-0013,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
641,STRESS-0048,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
642,STRESS-0036,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
643,STRESS-0014,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
644,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
645,STRESS-0023,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
646,STRESS-0013,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
647,STRESS-0025,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
648,STRESS-0027,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
649,STRESS-0043,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
650,STRESS-0018,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
651,STRESS-0046,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
652,STRESS-0022,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
653,STRESS-0016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
654,STRESS-0023,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
655,STRESS-0044,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
656,STRESS-0021,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
657,STRESS-0036,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
658,STRESS-0003,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
659,STRESS-0026,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
660,STRESS-0048,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
661,STRESS-0045,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
662,STRESS-0000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
663,STRESS-0007,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
664,STRESS-0048,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
665,STRESS-0035,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
666,STRESS-0012,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011358,135.0,135.0,270.0,SURVEY-SRV-001,1784011358
667,STRESS-0005,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011358,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011358
668,STRESS-0049,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
669,STRESS-0047,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
670,STRESS-0028,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
671,STRESS-0038,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
672,STRESS-0006,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
673,STRESS-0005,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
674,STRESS-0042,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
675,STRESS-0044,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
676,STRESS-0003,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
677,STRESS-0038,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
678,STRESS-0009,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
679,STRESS-0035,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
680,STRESS-0043,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
681,STRESS-0037,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
682,STRESS-0002,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
683,STRESS-0048,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
684,STRESS-0005,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
685,STRESS-0038,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
686,STRESS-0000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
687,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
688,STRESS-0025,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
689,STRESS-0040,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
690,STRESS-0014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
691,STRESS-0029,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
692,STRESS-0028,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
693,STRESS-0043,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
694,STRESS-0017,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
695,STRESS-0004,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
696,STRESS-0038,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
697,STRESS-0029,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
698,STRESS-0007,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
699,STRESS-0037,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
700,STRESS-0000,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
701,STRESS-0041,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
702,STRESS-0047,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
703,STRESS-0009,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
704,STRESS-0008,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
705,STRESS-0017,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
706,STRESS-0001,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
707,STRESS-0031,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
708,STRESS-0027,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
709,STRESS-0035,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
710,STRESS-0040,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
711,STRESS-0011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
712,STRESS-0031,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
713,STRESS-0046,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
714,STRESS-0044,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
715,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
716,STRESS-0003,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
717,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
718,STRESS-0000,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
719,STRESS-0011,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
720,STRESS-0042,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
721,STRESS-0022,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
722,STRESS-0025,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
723,STRESS-0010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
724,STRESS-0003,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
725,STRESS-0048,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
726,STRESS-0032,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
727,STRESS-0036,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
728,STRESS-0049,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
729,STRESS-0006,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
730,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
731,STRESS-0042,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
732,STRESS-0016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
733,STRESS-0038,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
734,STRESS-0049,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
735,STRESS-0028,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
736,STRESS-0000,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
737,STRESS-0015,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
738,STRESS-0046,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
739,STRESS-0014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
740,STRESS-0047,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
741,STRESS-0043,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011359,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011359
742,STRESS-0046,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011359,135.0,135.0,270.0,SURVEY-SRV-001,1784011359
743,STRESS-0040,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
744,STRESS-0002,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
745,STRESS-0010,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
746,STRESS-0025,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
747,STRESS-0016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
748,STRESS-0043,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
749,STRESS-0021,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
750,STRESS-0042,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
751,STRESS-0017,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
752,STRESS-0001,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
753,STRESS-0031,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
754,STRESS-0019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
755,STRESS-0039,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
756,STRESS-0035,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
757,STRESS-0018,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
758,STRESS-0040,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
759,STRESS-0016,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
760,STRESS-0011,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
761,STRESS-0023,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
762,STRESS-0023,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
763,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
764,STRESS-0021,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
765,STRESS-0014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
766,STRESS-0003,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
767,STRESS-0005,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
768,STRESS-0030,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
769,STRESS-0031,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
770,STRESS-0019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
771,STRESS-0040,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
772,STRESS-0021,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
773,STRESS-0001,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
774,STRESS-0005,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
775,STRESS-0002,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
776,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
777,STRESS-0014,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
778,STRESS-0038,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
779,STRESS-0019,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
780,STRESS-0025,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
781,STRESS-0012,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
782,STRESS-0039,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
783,STRESS-0029,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
784,STRESS-0027,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
785,STRESS-0030,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
786,STRESS-0023,GPGGA,30.43134385,120.26929845,58.68,1,0.0,"","","",1784011360,135.0,135.0,270.0,SURVEY-SRV-001,1784011360
787,STRESS-0033,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
788,STRESS-0020,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
789,STRESS-0037,BESTPOS,30.880631,120.157907,58.68,0,0.0,"","","",1784011360,0.6,0.8999999999999999,0.0,SURVEY-SRV-001,1784011360
